|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@L-PRODUCT@||||||||||
@S97152080506831839@|@salsa@|@,@|@coentro@|@,@|@cebolinha@|@e@|@alecrim@|@frescos@|@a@|@gosto@|||||
|@U-PRODUCT@|@O@|@U-PRODUCT@|@O@|@U-PRODUCT@|@O@|@U-PRODUCT@|@O@|@O@|@O@|||||
@S12061076441013261496@|50|@mililitros@|@de@|@água@|@morna@|@ou@|@um@|@quarto@|@de@|@xícara@|@de@|@chá@|||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|@O@|@O@|@O@|@O@|@O@|@O@|@O@|@O@|||
@S12010446843264074495@|@sal@||||||||||||||
|@U-PRODUCT@||||||||||||||
@S17218114206858805889@|@um@|@quarto@|@de@|@xícara@|@de@|@chá@|@de@|@suco@|@de@|@limão@|@coado@|@(@|1|@limão@|@)@
|@B-CARDINAL@|@L-CARDINAL@|@O@|@B-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|@O@|@O@|@O@|@O@|@O@
@S6674741431965286942@|1|@unidade@|@de@|@coentro@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S8402253881627867057@|1|@colher@|@de@|@sopa@|@de@|@cheiro@|@verde@|@picado@|||||||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@B-PRODUCT@|@L-PRODUCT@|@O@|||||||
@S11052985171719497037@|5|@gramas@|@de@|@alho@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S17873025678570612796@|50|@gramas@|@de@|@cenoura@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S1193506018210771909@|10|@gramas@|@de@|@bicarbonato@|@de@|@sódio@|||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||||
@S2270497539854479984@|3|@claras@|||||||||||||
|@U-CARDINAL@|@U-PRODUCT@|||||||||||||
@S7693246006078637626@|300|@mililitros@|@de@|@vinho@|@do@|@porto@|||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||||
@S10142672388875991272@|3|@carás@|||||||||||||
|@U-CARDINAL@|@U-PRODUCT@|||||||||||||
@S11897884198109002097@|1|@folha@|@de@|@louro@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S1575294369772206590@|1|@colher@|@de@|@café@|@de@|@mostarda@|@em@|@grão@|||||||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||
@S10599990789419590757@|@meia@|@cebola@|@branca@|@picada@|||||||||||
|@U-CARDINAL@|@B-PRODUCT@|@L-PRODUCT@|@O@|||||||||||
@S5815334572284721038@|100|@gramas@|@de@|@glucose@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S13281576836824691151@|100|@gramas@|@de@|@uvas@|@passas@|@brancas@|||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||||
@S5107695895184776621@|@meio@|@tomate@|@picado@||||||||||||
|@U-CARDINAL@|@U-PRODUCT@|@O@||||||||||||
@S4232806459092905904@|100|@gramas@|@de@|@farinha@|@de@|@amêndoas@|||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||||
@S1599144764256307069@|2|@ovos@|@médios@|@ligeiramente@|@batido@||||||||||
|@U-CARDINAL@|@U-PRODUCT@|@O@|@O@|@O@||||||||||
@S13527565382595813655@|1|@pacote@|@ou@|143|@gramas@|@de@|@biscoito@|@de@|@chocolate@|@com@|@recheio@|@de@|@chocolate@||
|@O@|@O@|@O@|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@I-PRODUCT@|@I-PRODUCT@|@I-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@||
@S17273909716974839923@|200|@g@|@de@|@parmesão@|@ralado@|@grosso@|||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|@O@|@O@|||||||||
@S17443529554445703979@|@1/2@|@cenoura@|||||||||||||
|@U-CARDINAL@|@U-PRODUCT@|||||||||||||
@S8906124543279479228@|2|@cenouras@|||||||||||||
|@U-CARDINAL@|@U-PRODUCT@|||||||||||||
@S14525503864303682551@|200|@gramas@|@de@|@manteiga@|@sem@|@sal@|||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||||
@S8275469225663308233@|@dill@|@(@|@quanto@|@baste@|@)@||||||||||
|@U-PRODUCT@|@O@|@O@|@O@|@O@||||||||||
@S18363622091169604053@|1|@xícara@|@de@|@chá@|@de@|@morango@|@picado@||||||||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@U-PRODUCT@|@O@||||||||
@S4907312080629233887@|2|@colheres@|@de@|@sopa@|@ou@|30|@mililitros@|@de@|@suco@|@de@|@limão@||||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@O@|@O@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@||||
@S6313334893636347516@|2|@colheres@|@de@|@fermento@|@em@|@pó@|||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||||
@S9718835003725292634@|50|@gramas@|@de@|@açúcar@|@cristal@||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@L-PRODUCT@||||||||||
@S6788971887937411848@|100|@mililitros@|@de@|@vinho@|@branco@||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@L-PRODUCT@||||||||||
@S10707918617525520683@|@pimenta-branca@|@a@|@gosto@||||||||||||
|@U-PRODUCT@|@O@|@O@||||||||||||
@S9080084007452752610@|60|@gramas@|@de@|@açúcar@|@mascavo@||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@L-PRODUCT@||||||||||
@S1195811976582462212@|1|@colheres@|@(@|@sopa@|@)@|@de@|@azeite@||||||||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@U-PRODUCT@||||||||
@S13171808569504059865@|50|@mililitros@|@de@|@saquê@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S846044987234989287@|10|@gramas@|@de@|@pimenta@|@do@|@reino@|@verde@||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@||||||||
@S9139777026622806111@|2|@fatias@|@de@|@pão@|@de@|@forma@|||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||||
@S10158849416881745512@|1|@lata@|@ou@|230|@granas@|@de@|@lichia@|@em@|@conserva@|@escorrida@|||||
|@O@|@O@|@O@|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|@O@|||||
@S6424566157952568961@|1|@frango@|@pequeno@|@defumado@|@sem@|@pele@|@e@|@desfiado@|@fino@|@ou@|@mais@|@ou@|@menos@|700|@gramas@
|@U-CARDINAL@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|@O@|@O@|@O@|@O@|@O@|@O@|@O@|@O@|@O@|@O@|@O@
@S18057440485767968514@|100|@gramas@|@de@|@castanhas@|@brasileiras@||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@L-PRODUCT@||||||||||
@S11975085290369022102@|@folha@|@de@|@cenoura@|@(@|@quanto@|@baste@|@)@||||||||
|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|@O@|@O@|@O@|@O@||||||||
@S10143993497530218230@|3|@dentes@|@de@|@alho@|@amassados@||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|@O@||||||||||
@S3267878572768031847@|4|@tomates@|@picados@|@grosseiramente@|||||||||||
|@U-CARDINAL@|@U-PRODUCT@|@O@|@O@|||||||||||
@S11295334206203434150@|15|@mililitros@|@de@|@azeite@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S810818474434467351@|20|@gramas@|@de@|@missô@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S14514261206610193751@|@meio@|@maço@|@de@|@folhas@|@de@|@manjericão@|@picadinhas@||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|@O@||||||||
@S2121949448961587906@|@0,5@|@kg@|@de@|@carne@|@de@|@churrasco@|||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||||
@S4941512250539444122@|1|@colher@|@de@|@sopa@|@de@|@mostarda@|@em@|@pó@|||||||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||
@S8227943134351118296@|2|@cebolas@|@em@|@cubos@|@pequenos@||||||||||
|@U-CARDINAL@|@U-PRODUCT@|@O@|@O@|@O@||||||||||
@S6944665508209439345@|250|@mililitros@|@de@|@vinho@|@branco@||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@L-PRODUCT@||||||||||
@S4591370157053943694@|200|@gramas@|@de@|@farinha@|@de@|@trigo@|||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||||
@S18192049395434848487@|1|@colher@|@de@|@sopa@|@de@|@açúcar@|@mascavo@||||||||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@B-PRODUCT@|@L-PRODUCT@||||||||
@S1023241938747648803@|1|@caixa@|@de@|@leite@|@condensado@||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@L-PRODUCT@||||||||||
@S14977561256897268485@|@pó@|@dourado@|@comestível@|@a@|@gosto@||||||||||
|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|@O@|@O@||||||||||
@S10832806840188786638@|15|@palitos@|@de@|@bambu@|@ou@|@madeira@|||||||||
|@U-CARDINAL@|@B-PRODUCT@|@I-PRODUCT@|@I-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||||
@S9280719286989828188@|100|@gramas@|@de@|@mortadela@|@picada@||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|@O@||||||||||
@S6871907976069363577@|2|@colheres@|@de@|@sopa@|@de@|@manteiga@|||||||||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@U-PRODUCT@|||||||||
@S2512559929258775675@|@arroz@|@agulhinha@|||||||||||||
|@B-PRODUCT@|@B-PRODUCT@|||||||||||||
@S5209107413686179547@|1|@cebola@|@picada@|@grosseiramente@|||||||||||
|@U-CARDINAL@|@U-PRODUCT@|@O@|@O@|||||||||||
@S651962624820596456@|1|@abobrinha@|@picada@||||||||||||
|@U-CARDINAL@|@U-PRODUCT@|@O@||||||||||||
@S11656071611603165363@|1|@pão@|@tipo@|@italiano@|||||||||||
|@U-CARDINAL@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|||||||||||
@S13688730019327757243@|@meia@|@xícara@|@de@|@chá@|@ou@|120|@mililitros@|@de@|@leite@||||||
|@O@|@O@|@O@|@O@|@O@|@U-PRODUCT@|@U-QUANTITY@|@O@|@U-PRODUCT@||||||
@S992016266247176190@|50|@mililitros@|@de@|@conhaque@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S5601712751871324949@|@meia@|@xícara@|@de@|@chá@|@de@|@açúcar@|||||||||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@U-PRODUCT@|||||||||
@S5910045014793017866@|2|@colheres@|@(@|@sopa@|@)@|@de@|@mostarda@||||||||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@U-PRODUCT@||||||||
@S7385454362637968032@|1|@colher@|@de@|@sopa@|@de@|@vinagre@|@balsâmico@||||||||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@B-PRODUCT@|@L-PRODUCT@||||||||
@S15637549381902421278@|1|@xícara@|@de@|@chá@|@de@|@água@|||||||||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@U-PRODUCT@|||||||||
@S13476169062805995883@|2|@pacotes@|@pacotes@|@de@|@biscoitos@|@cream@|@cracker@|@quebradinho@|@(@|400|@gramas@|@)@|||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|@O@|@O@|@O@|@O@|@O@|||
@S12320833684237622854@|@1/2@|@limão@|@siciliano@||||||||||||
|@U-CARDINAL@|@B-PRODUCT@|@L-PRODUCT@||||||||||||
@S2877139086295989587@|50|@gramas@|@de@|@uvas@|@passas@|@pretas@|@(@|@ou@|@um@|@terço@|@de@|@xícara@|@de@|@chá@|@)@
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|@O@|@O@|@O@|@O@|@O@|@O@|@O@|@O@|@O@
@S10861251058846688351@|1|@colher@|@de@|@sopa@|@de@|@alho@|@picado@|@(@|@ou@|20|@gramas@|@)@|||
|@U-CARDINAL@|@B-QUANTITY@|@I-QUANTITY@|@L-QUANTITY@|@O@|@U-PRODUCT@|@O@|@O@|@O@|@O@|@O@|@O@|||
@S13591447425855288246@|4|@sementes@|@de@|@cardamomo@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S10769227647431574901@|120|@gramas@|@de@|@chocolate@|@ao@|@leite@|@derretido@||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@|@O@||||||||
@S1555398511284338458@|2|@mangas@|@cortadas@|@em@|@cubos@|@médios@|@ou@|600|@gramas@||||||
|@U-CARDINAL@|@U-PRODUCT@|@O@|@O@|@O@|@O@|@O@|@O@|@O@||||||
@S12396829922909306185@|@0,5@|@kg@|@de@|@linguiça@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S5292883123122336039@|@flocos@|@de@|@chocolate@|@crocantes@|@a@|@gosto@|||||||||
|@U-QUANTITY@|@O@|@B-PRODUCT@|@L-PRODUCT@|@O@|@O@|||||||||
@S13453723047942259053@|200|@gramas@|@de@|@panceta@|@com@|@pele@|@cortada@|@em@|@cubos@|@pequenos@|||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|@O@|@O@|@O@|@O@|@O@|@O@|||||
@S98100535729525622@|5|@gramas@|@de@|@lecitina@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S8395580586448186991@|20|@gramas@|@de@|@tahine@|||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|||||||||||
@S17425504873855599753@|1|@dente@|@de@|@alho@|@picado@||||||||||
|@U-CARDINAL@|@U-QUANTITY@|@O@|@U-PRODUCT@|@O@||||||||||
@S440575900888033563@|6|@ovos@|@mexidos@||||||||||||
|@U-CARDINAL@|@U-PRODUCT@|@O@||||||||||||
@S9883574398829678857@|4|@tomates@|||||||||||||
|@U-CARDINAL@|@U-PRODUCT@|||||||||||||
@S11541965825271581956@|@farinha@|@de@|@rosca@||||||||||||
|@B-PRODUCT@|@I-PRODUCT@|@L-PRODUCT@||||||||||||
